index,event,disaster,class_label,clean_text,has_crisis_term
1435,flood,True,donation_and_volunteering,10am gathering for cleanup effort today ill join when i can around 1130noon. keep me posted on location yycflood yychelps,True
1436,hurricane,True,infrastructure_and_utilities_damage,is anyone staying near or at hotelelganzo in sanjosedelcabo maybe secrets secretspuertoloscabos want to know damage to ganzo. odile,True
1437,tornado,True,donation_and_volunteering,taylor swifts speak now help now show raise over 750000 for tornado victims. celebsfacts,True
1438,other_disaster,True,requests_or_needs,when the earthquake will pass again,True
1439,tornado,True,injured_or_dead_people,violent weather kills 7 in oklahoma kansas foxnews.com via,False
1440,earthquake,True,donation_and_volunteering,our hearts go out to those affected by the nepalearthquake. please donate at to support relief,True
1441,flood,True,donation_and_volunteering,reliefph the following schools are now accepting donations uaandp ateneo lsgh dlsz up ust letran dlsu adamson san beda and enderun.,True
1442,other_disaster,True,requests_or_needs,theres a group of people who are in the catholic church in sarthe they need food ..,False
1443,flood,True,affected_individual,sunday rain leads to multiple water rescues across colorado springs coflood,True
1444,flood,True,donation_and_volunteering,did you know that flood insurance doesnt exist in canada text redcross to 30333 to donate 5 in support of abfloods yycf,True
1445,other_disaster,True,requests_or_needs,meanwhile chinese enterprises association in myanmar and two copper mining companies on friday donated 40000 u.s. dollars worth of emergency relief aid including rice and oil to 4617 households from 32 villages in monywa sagaing region.,True
1446,other_disaster,True,requests_or_needs,we form the cell of support in gods village zones bicentennial we ask to carry water and food by what people die of hunger,False
1447,other_disaster,True,requests_or_needs,at least 284000 east timorese have fled to the neighboring provinces to take shelter after the territory voted in favor of independence which was then followed by mass riots involving pro integration and proindependence groups.,True
1448,other_disaster,True,requests_or_needs,we just need to send this message to the organization to support people because they are hungry. they need food and water.,False
1449,hurricane,True,infrastructure_and_utilities_damage,commissioner irma creates extensive damage in hendry county,True
1450,flood,True,requests_or_needs,good news the water is receding and ctrain rides will be a lot more fun now. yycflood,True
1451,hurricane,True,injured_or_dead_people,mayor bloomberg over 1000 reports of downed trees and other problems with debris in nyc. sandy,False
1452,explosion,True,affected_individual,texas explosion half of the town leveled fertilizer that exploded most dangerous one in the plant. at least 5 dead 911buff,True
1453,other_disaster,True,requests_or_needs,aid workers are urgently trying to improve water supplies and sanitation at the cramped refugee camps where the survivors fell sick in the devastated regional capital muzaffarabad who technical officer rachel lavy told afp.,True
1454,crash,True,infrastructure_and_utilities_damage,police helicopter crashes into crowded glasgow pub new york times new york timespolice helicopter crashes i...,False
1455,explosion,True,infrastructure_and_utilities_damage,breaking photo building ablaze after explosion near waco,False
1456,crash,True,affected_individual,twisters three dead in pub helicopter crash at least three people died after a police helicopter cra... tcot,True
1457,other_disaster,True,requests_or_needs,we need food tents and healthcare in portdepaix,False
1458,other_disaster,True,requests_or_needs,while a second storm looms over myanmars cycloneravaged ayeyarwady delta there remains a critical need for food shelter medical supplies and water in many of the areas 1700 villages where undp and its implementing partner pact work.,True
1459,other_disaster,True,requests_or_needs,im sleeping in the streeti need covers please.,False
1460,cyclone,True,donation_and_volunteering,trekking aid through the new jungle of upturned trees to remote communities redcross vanuatu cyclonepam response,False
1461,other_disaster,True,requests_or_needs,i am in croixdesbouquets. we have health issues. they workers are in santo 15. an area in croixdesbouquets,False
1462,other_disaster,True,donation_and_volunteering,i am a person needing help in delma 18. im sleeping in the street we havent found anything in ways of help,True
1463,tornado,True,donation_and_volunteering,at memorial for tornado victims joplin vows to heal rebuild those who have survived a devastating tornado in ...,True
1464,hurricane,True,requests_or_needs,new blog by volunteer helen brooks hurricanemaria redcross,True
1465,other_disaster,True,requests_or_needs,i have problems dont mess with me i am hungry call me to tell me what youll give to me.,False
1466,hurricane,True,infrastructure_and_utilities_damage,aftermath at least 6800 homes destroyed by hurricane harvey and 84000 damaged sundaymorning,True
1467,other_disaster,True,requests_or_needs,people can only wait for 3 days. respond,False
1468,other_disaster,True,requests_or_needs,it seems that the guy was menatlly unsound or is it an attempt to coverup as he is a muslim,False
1469,earthquake,True,infrastructure_and_utilities_damage,prayers for the people of napa california earthquake,True
1470,other_disaster,True,requests_or_needs,poorer families are reduced to drinking untreated water often fetched directly from the river putting them at risk of deadly diseases such as cholera.,True
1471,other_disaster,True,requests_or_needs,i have a lot of pet suppliesfooda crate . i also have 5 friends who would like to come help as well .,True
1472,other_disaster,True,requests_or_needs,they are in a area near a mountain hungry sick their is no water please remember us,False
1473,train_crash,True,infrastructure_and_utilities_damage,drumbeat july 8 2013 quebec disaster spurs railversuspipelines debate on oil a train disaster that killed...,False
1474,earthquake,True,donation_and_volunteering,tech failure in napa quake power surges led to pc damage,True
1475,other_disaster,True,affected_individual,apocalyptic storm floods sardinia 16 dead rome ap emergency crews worked to reach remote parts ...,True
1476,flood,True,donation_and_volunteering,donate to red cross. globe red ltamtgt to 2899. smart red ltamtgt to 4143. reliefph,False
1477,other_disaster,True,donation_and_volunteering,the world bank is now urging more largescale investments in irrigation projects in the sahel to reduce climate change risks for pastoralists as well as to ease competition with farmers.,False
